CustomerID,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
13203,4,869.46,10,5,4,3,12,543
13207,2,250.26,15,4,2,2,8,422
13208,6,1223.9,59,3,5,4,12,354
13209,8,5891.61,30,4,5,5,14,455
13210,1,353.48,94,2,1,2,5,212
13211,3,1197.42,10,5,3,4,12,534
13212,3,788.08,20,4,3,3,10,433
13213,5,1520.58,57,3,4,4,11,344
13216,1,333.74,268,1,1,2,4,112
13217,3,533.98,122,2,3,3,8,233
13218,1,62.64,127,2,1,1,4,211
13220,4,819.29,78,2,4,3,9,243
13221,2,847.41,240,1,2,3,6,123
13223,2,163.2,200,1,2,1,4,121
13224,2,2155.95,60,3,2,5,10,325
13225,7,6463.84,3,5,5,5,15,555
13226,1,108.21,273,1,1,1,3,111
13227,1,257.7,202,1,1,2,4,112
13228,1,358.0,81,2,1,2,5,212
13229,1,160.95,226,1,1,1,3,111
13230,14,2806.97,4,5,5,5,15,555
13232,7,1357.6,13,5,5,4,14,554
13233,2,605.12,74,2,2,3,7,223
13235,1,1031.07,212,1,1,4,6,114
13236,2,744.85,25,4,2,3,9,423
13238,4,700.73,17,4,4,3,11,443
13239,1,329.56,262,1,1,2,4,112
13240,4,663.65,96,2,4,3,9,243
13242,3,270.4,112,2,3,2,7,232
13243,1,600.07,203,1,1,3,5,113
13244,1,121.74,93,2,1,1,4,211
13245,1,430.5,51,3,1,2,6,312
13246,6,1987.3,18,4,5,4,13,454
13247,4,501.12,18,4,4,3,11,443
13248,2,465.68,125,2,2,2,6,222
13249,3,711.41,92,2,3,3,8,233
13253,2,1030.4,157,2,2,4,8,224
13255,2,399.51,9,5,2,2,9,522
13258,3,698.58,12,5,3,3,11,533
13259,1,292.32,62,3,1,2,6,312
13260,1,557.62,61,3,1,3,7,313
13261,2,944.1,269,1,2,4,7,124
13262,1,200.29,263,1,1,1,3,111
13263,35,7454.07,1,5,5,5,15,555
13265,5,2107.66,53,3,4,5,12,345
13266,12,3834.26,11,5,5,5,15,555
13267,19,4521.49,3,5,5,5,15,555
13268,11,3214.69,18,4,5,5,14,455
13269,15,5346.23,1,5,5,5,15,555
13270,1,590.0,366,1,1,3,5,113
13271,1,217.38,37,3,1,1,5,311
13272,2,276.56,31,4,2,2,8,422
13273,1,138.98,113,2,1,1,4,211
13276,2,590.93,64,3,2,3,8,323
13277,4,258.4,16,4,4,2,10,442
13278,1,542.73,41,3,1,3,7,313
13279,1,137.75,78,2,1,1,4,211
13280,3,814.86,122,2,3,3,8,233
13282,3,1132.14,18,4,3,4,11,434
13283,2,93.66,60,3,2,1,6,321
13284,1,201.19,331,1,1,1,3,111
13285,4,2709.12,23,4,4,5,13,445
13291,1,361.11,156,2,1,2,5,212
13292,2,578.94,39,3,2,3,8,323
13294,2,873.74,190,1,2,3,6,123
13295,1,201.2,360,1,1,1,3,111
13296,1,87.4,137,2,1,1,4,211
13297,4,2089.85,8,5,4,5,14,545
13298,1,360.0,1,5,1,2,8,512
13299,1,142.5,268,1,1,1,3,111
13300,1,371.89,169,2,1,2,5,212
13301,4,618.09,104,2,4,3,9,243
13302,1,63.75,155,2,1,1,4,211
13304,1,300.42,351,1,1,2,4,112
13305,10,2000.86,4,5,5,4,14,554
13307,1,15.0,120,2,1,1,4,211
13308,3,1385.51,23,4,3,4,11,434
13309,5,1456.79,7,5,4,4,13,544
13310,3,1132.03,28,4,3,4,11,434
13311,2,598.57,4,5,2,3,10,523
13313,5,1555.32,22,4,4,4,12,444
13314,3,775.94,2,5,3,3,11,533
13316,4,5977.73,37,3,4,5,12,345
13317,6,2273.68,66,3,5,5,13,355
13318,3,640.76,1,5,3,3,11,533
13319,26,10845.55,5,5,5,5,15,555
13320,4,1548.7,78,2,4,4,10,244
13321,2,567.36,72,3,2,3,8,323
13322,1,199.48,17,4,1,1,6,411
13323,5,787.85,3,5,4,3,12,543
13324,10,7121.95,36,3,5,5,13,355
13325,1,675.3,82,2,1,3,6,213
13327,8,3627.77,39,3,5,5,13,355
13328,1,1308.48,316,1,1,4,6,114
13329,2,789.0,32,4,2,3,9,423
13330,3,1140.93,93,2,3,4,9,234
13332,1,350.9,14,4,1,2,7,412
13334,3,3536.82,82,2,3,5,10,235
13336,1,795.12,77,2,1,3,6,213
13338,1,487.02,158,2,1,2,5,212
13339,1,860.12,201,1,1,3,5,113
13340,7,10736.48,45,3,5,5,13,355
13341,1,775.85,261,1,1,3,5,113
13343,1,353.43,178,2,1,2,5,212
13344,3,2543.72,68,3,3,5,11,335
13345,1,389.5,288,1,1,2,4,112
13347,1,341.36,70,3,1,2,6,312
13348,1,233.76,64,3,1,1,5,311
13349,1,247.32,11,5,1,1,7,511
13350,2,979.12,16,4,2,4,10,424
13351,1,373.94,66,3,1,2,6,312
13352,1,397.98,60,3,1,2,6,312
13354,1,743.53,71,3,1,3,7,313
13355,1,674.7,122,2,1,3,6,213
13356,1,768.24,80,2,1,3,6,213
13357,1,609.95,257,1,1,3,5,113
13358,1,439.03,269,1,1,2,4,112
13359,1,439.56,64,3,1,2,6,312
13362,4,3090.74,9,5,4,5,14,545
13363,2,992.5,18,4,2,4,10,424
13364,1,134.96,71,3,1,1,5,311
13365,2,2225.37,34,3,2,5,10,325
13366,1,56.16,50,3,1,1,5,311
13368,2,623.4,257,1,2,3,6,123
13369,1,308.28,366,1,1,2,4,112
13370,1,754.87,372,1,1,3,5,113
13372,1,378.64,90,2,1,2,5,212
13373,3,3312.25,61,3,3,5,11,335
13375,1,778.65,89,2,1,3,6,213
13376,3,1019.76,99,2,3,4,9,234
13379,3,572.56,26,4,3,3,10,433
13381,6,3639.31,32,4,5,5,14,455
13382,1,222.99,281,1,1,1,3,111
13384,7,4151.93,31,4,5,5,14,455
13385,1,534.57,330,1,1,3,5,113
13388,2,677.1,131,2,2,3,7,223
13389,3,797.96,11,5,3,3,11,533
13390,1,544.08,75,2,1,3,6,213
13391,1,59.8,204,1,1,1,3,111
13394,8,2520.02,2,5,5,5,15,555
13395,1,307.72,185,1,1,2,4,112
13396,2,1360.99,29,4,2,4,10,424
13397,5,1544.13,73,2,4,4,10,244
13398,1,457.34,192,1,1,2,4,112
13402,2,621.23,127,2,2,3,7,223
13403,1,75.0,18,4,1,1,6,411
13404,2,252.49,1,5,2,2,9,522
13405,3,572.45,74,2,3,3,8,233
13408,62,28117.04,2,5,5,5,15,555
13410,5,1003.06,24,4,4,4,12,444
13411,1,213.55,107,2,1,1,4,211
13414,3,1390.5,134,2,3,4,9,234
13416,2,712.5,44,3,2,3,8,323
13417,2,640.83,5,5,2,3,10,523
13418,18,6127.43,12,5,5,5,15,555
13419,1,221.06,64,3,1,1,5,311
13420,2,159.85,150,2,2,1,5,221
13421,2,1851.08,40,3,2,4,9,324
13422,1,2626.3,64,3,1,5,9,315
13425,3,1624.21,108,2,3,4,9,234
13426,10,3641.32,1,5,5,5,15,555
13427,3,582.6,19,4,3,3,10,433
13428,1,218.47,10,5,1,1,7,511
13429,4,1006.8,11,5,4,4,13,544
13430,2,679.45,19,4,2,3,9,423
13431,2,1269.1,67,3,2,4,9,324
13434,2,534.24,74,2,2,3,7,223
13435,7,3809.89,5,5,5,5,15,555
13436,1,196.89,2,5,1,1,7,511
13437,7,3408.06,14,4,5,5,14,455
13439,1,283.71,255,1,1,2,4,112
13441,1,296.64,92,2,1,2,5,212
13447,3,1129.14,23,4,3,4,11,434
13448,6,3539.37,17,4,5,5,14,455
13449,1,291.88,24,4,1,2,7,412
13450,6,2043.72,27,4,5,4,13,454
13451,5,2976.15,26,4,4,5,13,445
13452,2,590.0,259,1,2,3,6,123
13453,2,356.98,166,2,2,2,6,222
13455,2,1058.34,25,4,2,4,10,424
13456,6,1766.72,18,4,5,4,13,454
13458,14,9646.57,7,5,5,5,15,555
13460,2,183.44,29,4,2,1,7,421
13461,3,1445.0,39,3,3,4,10,334
13462,1,151.5,253,1,1,1,3,111
13464,1,674.68,58,3,1,3,7,313
13466,1,307.9,184,1,1,2,4,112
13467,2,1083.71,11,5,2,4,11,524
13468,37,5704.97,2,5,5,5,15,555
13470,2,165.0,99,2,2,1,5,221
13471,4,2531.58,1,5,4,5,14,545
13473,2,422.64,61,3,2,2,7,322
13474,1,229.59,236,1,1,1,3,111
13475,4,1431.78,191,1,4,4,9,144
13476,2,1238.47,179,2,2,4,8,224
13477,6,1454.58,38,3,5,4,12,354
13479,2,300.95,201,1,2,2,5,122
13481,5,1804.56,46,3,4,4,11,344
13482,1,184.64,232,1,1,1,3,111
13483,1,140.34,66,3,1,1,5,311
13484,1,313.8,241,1,1,2,4,112
13485,1,454.24,233,1,1,2,4,112
13486,3,1122.41,78,2,3,4,9,234
13487,3,575.4,58,3,3,3,9,333
13488,13,8968.31,17,4,5,5,14,455
13489,4,449.52,105,2,4,2,8,242
13491,10,1215.82,52,3,5,4,12,354
13492,3,1269.84,136,2,3,4,9,234
13493,2,618.63,275,1,2,3,6,123
13494,1,316.26,312,1,1,2,4,112
13495,5,2044.87,8,5,4,4,13,544
13496,2,653.33,11,5,2,3,10,523
13497,2,348.05,283,1,2,2,5,122
13499,5,1159.11,18,4,4,4,12,444
13500,3,1166.77,23,4,3,4,11,434
13501,1,1340.32,288,1,1,4,6,114
13502,3,292.0,17,4,3,2,9,432
13503,1,216.85,71,3,1,1,5,311
13504,1,295.93,64,3,1,2,6,312
13505,4,4393.63,73,2,4,5,11,245
13506,2,458.52,316,1,2,2,5,122
13507,4,2479.16,3,5,4,5,14,545
13508,1,110.97,244,1,1,1,3,111
13509,7,979.72,9,5,5,4,14,554
13510,4,1791.56,1,5,4,4,13,544
13512,1,251.21,261,1,1,2,4,112
13513,1,205.1,127,2,1,1,4,211
13514,1,152.2,74,2,1,1,4,211
13515,4,891.12,73,2,4,3,9,243
13516,3,1389.41,21,4,3,4,11,434
13517,3,2128.42,60,3,3,5,11,335
13518,1,659.44,86,2,1,3,6,213
13519,1,122.75,78,2,1,1,4,211
13520,6,3624.35,59,3,5,5,13,355
13521,3,1093.65,1,5,3,4,12,534
13522,1,125.8,30,4,1,1,6,411
13523,5,3964.88,33,4,4,5,13,445
13524,5,680.18,41,3,4,3,10,343
13525,2,628.78,15,4,2,3,9,423
13527,7,2287.51,34,3,5,5,13,355
13529,2,307.76,79,2,2,2,6,222
13531,2,483.8,205,1,2,2,5,122
13532,1,210.31,34,3,1,1,5,311
13533,3,270.79,183,1,3,2,6,132
13534,25,5870.08,2,5,5,5,15,555
13536,7,3448.29,1,5,5,5,15,555
13538,7,1280.85,43,3,5,4,12,354
13539,3,631.34,86,2,3,3,8,233
13544,2,291.41,40,3,2,2,7,322
13546,3,626.99,12,5,3,3,11,533
13548,2,682.41,96,2,2,3,7,223
13549,7,918.2,26,4,5,3,12,453
13551,1,91.8,319,1,1,1,3,111
13552,12,3740.07,66,3,5,5,13,355
13555,4,4149.28,74,2,4,5,11,245
13557,2,584.06,28,4,2,3,9,423
13558,4,605.06,6,5,4,3,12,543
13560,1,174.37,7,5,1,1,7,511
13561,1,141.86,216,1,1,1,3,111
13562,3,1799.33,82,2,3,4,9,234
13563,2,777.53,84,2,2,3,7,223
13564,3,1749.02,144,2,3,4,9,234
13565,2,240.22,19,4,2,1,7,421
13566,2,874.71,41,3,2,3,8,323
13568,1,192.85,173,2,1,1,4,211
13569,2,373.75,17,4,2,2,8,422
13570,1,239.49,243,1,1,1,3,111
13571,12,2092.32,13,5,5,5,15,555
13572,1,1384.25,206,1,1,4,6,114
13573,2,294.4,50,3,2,2,7,322
13575,5,732.07,23,4,4,3,11,443
13576,18,6717.34,10,5,5,5,15,555
13577,4,1687.6,25,4,4,4,12,444
13579,2,467.04,15,4,2,2,8,422
13581,1,118.0,309,1,1,1,3,111
13583,1,781.03,156,2,1,3,6,213
13584,1,142.4,307,1,1,1,3,111
13587,1,712.4,64,3,1,3,7,313
13588,9,2478.95,16,4,5,5,14,455
13589,2,379.65,15,4,2,2,8,422
13590,6,1981.92,11,5,5,4,14,554
13591,3,1117.13,65,3,3,4,10,334
13592,4,247.96,36,3,4,1,8,341
13593,5,2037.08,108,2,4,4,10,244
13594,1,396.97,53,3,1,2,6,312
13596,2,697.04,6,5,2,3,10,523
13598,1,180.17,47,3,1,1,5,311
13599,21,5153.67,1,5,5,5,15,555
13600,1,219.52,312,1,1,1,3,111
13601,2,693.32,45,3,2,3,8,323
13602,1,428.89,65,3,1,2,6,312
13603,1,164.34,26,4,1,1,6,411
13606,3,280.54,29,4,3,2,9,432
13607,1,678.01,40,3,1,3,7,313
13610,7,1131.88,12,5,5,4,14,554
13611,3,1171.8,89,2,3,4,9,234
13614,4,1610.46,24,4,4,4,12,444
13615,1,417.69,319,1,1,2,4,112
13617,3,544.18,40,3,3,3,9,333
13618,1,177.34,174,2,1,1,4,211
13621,1,213.85,117,2,1,1,4,211
13623,5,747.78,31,4,4,3,11,443
13626,1,257.23,253,1,1,2,4,112
13627,5,1638.47,59,3,4,4,11,344
13629,11,7792.36,23,4,5,5,14,455
13630,7,2031.78,5,5,5,4,14,554
13631,11,3070.42,100,2,5,5,12,255
13632,5,2121.27,25,4,4,5,13,445
13634,5,1575.16,33,4,4,4,12,444
13635,1,1071.03,68,3,1,4,8,314
13636,5,949.12,37,3,4,4,11,344
13637,3,810.5,52,3,3,3,9,333
13638,1,122.64,16,4,1,1,6,411
13639,1,1033.34,74,2,1,4,7,214
13642,1,354.8,216,1,1,2,4,112
13643,3,519.44,31,4,3,3,10,433
13644,4,2624.26,16,4,4,5,13,445
13645,1,252.1,120,2,1,2,5,212
13647,4,1678.12,10,5,4,4,13,544
13649,2,346.6,257,1,2,2,5,122
13650,6,1836.34,17,4,5,4,13,454
13651,2,94.2,35,3,2,1,6,321
13652,3,1095.08,46,3,3,4,10,334
13654,6,2707.33,43,3,5,5,13,355
13655,2,932.97,114,2,2,3,7,223
13656,2,379.65,165,2,2,2,6,222
13657,2,382.14,11,5,2,2,9,522
13658,5,2639.17,10,5,4,5,14,545
13659,2,1573.2,206,1,2,4,7,124
13662,3,897.76,86,2,3,3,8,233
13663,1,189.47,179,2,1,1,4,211
13666,3,84.65,60,3,3,1,7,331
13667,1,305.02,149,2,1,2,5,212
13668,21,6363.59,3,5,5,5,15,555
13669,2,218.55,51,3,2,1,6,321
13670,1,349.7,75,2,1,2,5,212
13672,2,186.39,301,1,2,1,4,121
13673,2,396.92,19,4,2,2,8,422
13675,2,486.82,151,2,2,2,6,222
13678,1,232.6,152,2,1,1,4,211
13680,4,3722.42,1,5,4,5,14,545
13681,4,827.83,18,4,4,3,11,443
13682,1,59.5,187,1,1,1,3,111
13684,1,67.23,286,1,1,1,3,111
13685,7,3119.44,3,5,5,5,15,555
13686,1,72.0,183,1,1,1,3,111
13689,1,910.0,63,3,1,3,7,313
13690,1,172.25,59,3,1,1,5,311
13692,3,1488.32,25,4,3,4,11,434
13694,50,65039.62,4,5,5,5,15,555
13695,15,2504.13,31,4,5,5,14,455
13697,1,151.3,39,3,1,1,5,311
13699,1,308.58,155,2,1,2,5,212
13700,10,2265.12,26,4,5,5,14,455
13703,1,99.5,318,1,1,1,3,111
13704,9,2308.06,5,5,5,5,15,555
13705,3,711.86,8,5,3,3,11,533
13706,1,330.79,303,1,1,2,4,112
13707,2,806.41,267,1,2,3,6,123
13708,1,296.88,271,1,1,2,4,112
13709,13,6328.05,4,5,5,5,15,555
13710,1,180.48,32,4,1,1,6,411
13711,2,252.06,219,1,2,2,5,122
13712,1,228.84,247,1,1,1,3,111
13715,5,1079.34,281,1,4,4,9,144
13716,1,138.28,269,1,1,1,3,111
13717,6,1445.01,32,4,5,4,13,454
13718,2,306.55,246,1,2,2,5,122
13719,5,1041.68,15,4,4,4,12,444
13720,4,799.9,117,2,4,3,9,243
13721,1,524.14,36,3,1,3,7,313
13722,3,2375.41,132,2,3,5,10,235
13723,1,199.85,217,1,1,1,3,111
13725,8,1980.56,50,3,5,4,12,354
13726,2,1079.66,39,3,2,4,9,324
13727,2,333.48,29,4,2,2,8,422
13728,6,1016.14,37,3,5,4,12,354
13730,2,752.6,136,2,2,3,7,223
13731,2,610.59,219,1,2,3,6,123
13732,1,491.86,28,4,1,3,8,413
13735,4,2885.24,25,4,4,5,13,445
13736,2,731.9,5,5,2,3,10,523
13737,1,339.6,200,1,1,2,4,112
13739,1,216.9,18,4,1,1,6,411
13740,1,350.75,241,1,1,2,4,112
13741,3,668.43,72,3,3,3,9,333
13742,12,3131.02,17,4,5,5,14,455
13743,7,1341.6,3,5,5,4,14,554
13744,2,1156.36,95,2,2,4,8,224
13745,1,300.04,162,2,1,2,5,212
13747,1,79.6,374,1,1,1,3,111
13748,5,948.25,96,2,4,4,10,244
13750,5,1647.26,54,3,4,4,11,344
13751,1,296.25,288,1,1,2,4,112
13752,6,1186.28,124,2,5,4,11,254
13753,1,741.26,288,1,1,3,5,113
13754,2,282.6,152,2,2,2,6,222
13755,9,2161.35,4,5,5,5,15,555
13756,14,5189.52,2,5,5,5,15,555
13758,7,3190.55,12,5,5,5,15,555
13759,2,659.41,33,4,2,3,9,423
13760,2,286.79,54,3,2,2,7,322
13761,2,1070.65,50,3,2,4,9,324
13762,1,306.72,219,1,1,2,4,112
13763,1,1714.96,63,3,1,4,8,314
13764,3,1521.76,71,3,3,4,10,334
13767,37,17220.36,2,5,5,5,15,555
13769,10,2796.51,2,5,5,5,15,555
13771,4,2634.45,64,3,4,5,12,345
13772,3,1132.13,34,3,3,4,10,334
13774,1,345.0,82,2,1,2,5,212
13777,33,25977.16,1,5,5,5,15,555
13778,1,178.7,103,2,1,1,4,211
13780,2,360.01,7,5,2,2,9,522
13781,1,127.84,251,1,1,1,3,111
13782,6,912.0,13,5,5,3,13,553
13784,11,2462.79,10,5,5,5,15,555
13786,1,230.4,367,1,1,1,3,111
13787,2,309.04,76,2,2,2,6,222
13790,1,348.8,4,5,1,2,8,512
13791,2,1516.0,128,2,2,4,8,224
13792,2,195.55,66,3,2,1,6,321
13798,57,37153.85,1,5,5,5,15,555
13799,2,688.86,117,2,2,3,7,223
13800,1,558.32,310,1,1,3,5,113
13801,1,324.8,67,3,1,2,6,312
13802,3,4599.42,139,2,3,5,10,235
13803,1,277.07,255,1,1,2,4,112
13804,7,2635.79,31,4,5,5,14,455
13805,2,924.6,52,3,2,3,8,323
13806,1,256.38,64,3,1,2,6,312
13807,1,112.6,367,1,1,1,3,111
13808,5,1747.66,6,5,4,4,13,544
13809,1,155.05,305,1,1,1,3,111
13810,3,1499.01,29,4,3,4,11,434
13811,3,814.5,184,1,3,3,7,133
13812,3,539.0,42,3,3,3,9,333
13813,4,1366.86,40,3,4,4,11,344
13814,2,1579.12,92,2,2,4,8,224
13815,4,4027.36,22,4,4,5,13,445
13816,2,571.67,24,4,2,3,9,423
13817,2,382.98,29,4,2,2,8,422
13819,3,1140.35,302,1,3,4,8,134
13821,2,385.64,145,2,2,2,6,222
13822,2,632.0,6,5,2,3,10,523
13823,2,957.66,19,4,2,4,10,424
13824,5,1698.94,33,4,4,4,12,444
13826,1,189.5,176,2,1,1,4,211
13827,3,412.05,58,3,3,2,8,332
13828,1,209.49,22,4,1,1,6,411
13831,6,2202.99,16,4,5,5,14,455
13832,1,52.2,19,4,1,1,6,411
13833,1,384.8,159,2,1,2,5,212
13835,4,834.57,25,4,4,3,11,443
13837,2,271.24,212,1,2,2,5,122
13838,4,691.73,6,5,4,3,12,543
13841,1,85.0,253,1,1,1,3,111
13842,9,3385.62,59,3,5,5,13,355
13844,1,361.62,11,5,1,2,8,512
13845,1,312.98,65,3,1,2,6,312
13846,3,865.06,25,4,3,3,10,433
13848,3,1255.0,92,2,3,4,9,234
13849,2,1537.95,52,3,2,4,9,324
13850,1,1595.48,129,2,1,4,7,214
13851,3,2651.46,96,2,3,5,10,235
13853,1,1090.14,57,3,1,4,8,314
13854,25,8109.52,9,5,5,5,15,555
13856,3,388.5,169,2,3,2,7,232
13858,1,216.17,57,3,1,1,5,311
13859,1,201.16,326,1,1,1,3,111
13860,5,1245.9,1,5,4,4,13,544
13862,8,2209.36,18,4,5,5,14,455
13863,1,305.78,248,1,1,2,4,112
13865,4,501.56,58,3,4,3,10,343
13866,1,145.67,74,2,1,1,4,211
13867,3,1015.29,31,4,3,4,11,434
13868,2,3192.54,7,5,2,5,12,525
13869,4,3104.95,123,2,4,5,11,245
13870,8,2770.94,2,5,5,5,15,555
13871,13,6403.25,23,4,5,5,14,455
13873,3,389.6,120,2,3,2,7,232
13874,1,540.45,358,1,1,3,5,113
13875,5,1786.79,54,3,4,4,11,344
13876,1,122.7,64,3,1,1,5,311
13877,1,117.24,86,2,1,1,4,211
13878,1,1281.53,55,3,1,4,8,314
13880,13,3219.77,21,4,5,5,14,455
13881,20,17159.52,4,5,5,5,15,555
13882,5,1191.13,3,5,4,4,13,544
13883,5,2674.48,11,5,4,5,14,545
13884,5,787.6,7,5,4,3,12,543
13885,2,506.8,189,1,2,3,6,123
13886,1,243.56,71,3,1,1,5,311
13887,1,349.55,204,1,1,2,4,112
13888,2,605.63,120,2,2,3,7,223
13889,1,416.9,93,2,1,2,5,212
13890,10,1883.81,1,5,5,4,14,554
13892,4,632.97,27,4,4,3,11,443
13893,1,821.1,298,1,1,3,5,113
13894,3,564.62,24,4,3,3,10,433
13895,4,2593.07,28,4,4,5,13,445
13897,1,311.16,50,3,1,2,6,312
13898,1,155.93,326,1,1,1,3,111
13899,2,388.52,16,4,2,2,8,422
13900,3,740.95,183,1,3,3,7,133
13901,5,2867.2,72,3,4,5,12,345
13904,2,332.64,37,3,2,2,7,322
13908,4,2369.55,80,2,4,5,11,245
13911,9,2580.91,57,3,5,5,13,355
13914,2,626.45,12,5,2,3,10,523
13917,2,272.04,50,3,2,2,7,322
13918,2,1212.84,50,3,2,4,9,324
13919,2,384.81,59,3,2,2,7,322
13922,1,172.25,352,1,1,1,3,111
13923,1,351.13,54,3,1,2,6,312
13924,6,1838.85,2,5,5,4,14,554
13925,4,678.25,93,2,4,3,9,243
13926,1,223.85,23,4,1,1,6,411
13927,1,348.99,75,2,1,2,5,212
13928,4,464.57,11,5,4,2,11,542
13929,2,842.65,169,2,2,3,7,223
13930,2,337.34,58,3,2,2,7,322
13931,2,1237.53,96,2,2,4,8,224
13932,1,307.4,295,1,1,2,4,112
13933,2,608.79,109,2,2,3,7,223
13934,1,922.1,264,1,1,3,5,113
13936,1,376.58,180,1,1,2,4,112
13937,1,158.85,169,2,1,1,4,211
13938,1,71.66,35,3,1,1,5,311
13939,3,568.55,23,4,3,3,10,433
13940,4,839.14,17,4,4,3,11,443
13941,5,5112.96,22,4,4,5,13,445
13946,3,561.57,79,2,3,3,8,233
13947,1,90.6,65,3,1,1,5,311
13948,1,102.0,361,1,1,1,3,111
13949,6,2427.32,3,5,5,5,15,555
13950,4,745.06,11,5,4,3,12,543
13951,3,674.45,176,2,3,3,8,233
13952,2,3251.07,218,1,2,5,8,125
13953,7,3515.68,7,5,5,5,15,555
13954,2,439.92,2,5,3,2,10,532
13955,2,322.96,154,2,3,2,7,232
13956,5,1026.42,5,5,4,4,13,544
13959,3,598.2,79,2,3,3,8,233
13960,2,230.22,21,4,3,1,8,431
13962,2,169.55,22,4,3,1,8,431
13963,4,664.54,308,1,4,3,8,143
13967,1,80.7,146,2,1,1,4,211
13969,18,9053.94,7,5,5,5,15,555
13971,8,2758.26,19,4,5,5,14,455
13972,2,190.25,71,3,3,1,7,331
13973,1,264.7,287,1,1,2,4,112
13974,1,413.59,49,3,1,2,6,312
13975,6,2526.28,31,4,5,5,14,455
13976,1,357.98,207,1,1,2,4,112
13978,2,196.79,15,4,3,1,8,431
13979,1,869.87,73,2,1,3,6,213
13980,1,200.14,60,3,1,1,5,311
13982,4,1871.81,39,3,4,4,11,344
13983,12,2603.43,30,4,5,5,14,455
13984,5,920.51,27,4,4,3,11,443
13985,15,7060.13,4,5,5,5,15,555
13986,1,320.46,17,4,1,2,7,412
13988,6,4147.96,20,4,5,5,14,455
13989,2,1266.08,66,3,3,4,10,334
13990,1,311.3,213,1,1,2,4,112
13991,6,855.97,12,5,5,3,13,553
13992,1,76.8,30,4,1,1,6,411
13993,9,3466.36,43,3,5,5,13,355
13994,6,2313.14,4,5,5,5,15,555
13995,5,1393.69,15,4,4,4,12,444
13999,12,3901.81,10,5,5,5,15,555
14000,1,635.66,211,1,1,3,5,113
14001,3,2043.08,46,3,3,4,10,334
14002,2,529.73,134,2,3,3,8,233
14004,7,4582.64,43,3,5,5,13,355
14005,5,2874.72,10,5,4,5,14,545
14006,3,962.19,116,2,3,4,9,234
14009,2,695.61,198,1,3,3,7,133
14012,1,328.8,278,1,1,2,4,112
14013,3,473.02,110,2,3,2,7,232
14014,1,505.18,77,2,1,3,6,213
14015,1,917.34,53,3,1,3,7,313
14016,4,4341.21,162,2,4,5,11,245
14019,3,1421.61,47,3,3,4,10,334
14020,2,642.8,17,4,3,3,10,433
14021,3,631.9,155,2,3,3,8,233
14022,1,440.0,225,1,1,2,4,112
14023,2,584.07,7,5,3,3,11,533
14024,2,327.7,122,2,3,2,7,232
14027,1,104.82,61,3,1,1,5,311
14029,2,467.66,63,3,3,2,8,332
14030,8,2360.09,18,4,5,5,14,455
14031,19,17286.86,7,5,5,5,15,555
14032,11,2975.59,2,5,5,5,15,555
14034,3,651.82,22,4,3,3,10,433
14035,5,1428.02,29,4,4,4,12,444
14036,1,626.65,285,1,1,3,5,113
14037,2,147.2,176,2,3,1,6,231
14038,3,1560.38,78,2,3,4,9,234
14039,1,152.2,33,4,1,1,6,411
14040,12,3614.92,41,3,5,5,13,355
14041,1,141.41,266,1,1,1,3,111
14044,4,652.82,27,4,4,3,11,443
14045,4,1659.75,109,2,4,4,10,244
14046,1,154.99,284,1,1,1,3,111
14047,5,1308.61,9,5,4,4,13,544
14048,1,409.93,305,1,1,2,4,112
14049,4,5681.72,17,4,4,5,13,445
14050,2,746.36,32,4,3,3,10,433
14051,23,15610.39,1,5,5,5,15,555
14052,1,225.36,20,4,1,1,6,411
14053,2,260.25,124,2,3,2,7,232
14054,1,92.46,65,3,1,1,5,311
14055,1,725.64,106,2,1,3,6,213
14056,23,8214.65,1,5,5,5,15,555
14057,17,6217.96,24,4,5,5,14,455
14059,1,183.6,267,1,1,1,3,111
14060,19,6140.42,5,5,5,5,15,555
14062,12,10464.85,10,5,5,5,15,555
14064,5,1353.74,29,4,4,4,12,444
14066,1,152.55,267,1,1,1,3,111
14067,2,374.7,64,3,3,2,8,332
14068,1,265.85,320,1,1,2,4,112
14071,8,1438.82,4,5,5,4,14,554
14073,1,151.04,32,4,1,1,6,411
14075,3,942.26,5,5,3,3,11,533
14076,1,122.47,129,2,1,1,4,211
14077,5,499.42,41,3,4,3,10,343
14078,6,1049.37,102,2,5,4,11,254
14079,1,375.1,125,2,1,2,5,212
14080,1,45.6,33,4,1,1,6,411
14081,2,934.52,302,1,3,3,7,133
14082,1,182.25,365,1,1,1,3,111
14083,9,1018.43,4,5,5,4,14,554
14085,18,4448.54,2,5,5,5,15,555
14087,1,194.42,3,5,1,1,7,511
14088,13,50491.81,10,5,5,5,15,555
14089,1,161.0,57,3,1,1,5,311
14090,1,76.32,325,1,1,1,3,111
14092,14,4076.91,8,5,5,5,15,555
14093,1,442.85,12,5,1,2,8,512
14096,17,65164.79,4,5,5,5,15,555
14098,1,147.35,37,3,1,1,5,311
14099,11,3104.17,16,4,5,5,14,455
14100,1,194.9,138,2,1,1,4,211
14101,6,5976.79,74,2,5,5,12,255
14102,5,1360.28,5,5,4,4,13,544
14104,2,216.21,155,2,3,1,6,231
14105,1,1266.23,239,1,1,4,6,114
14107,7,2703.23,52,3,5,5,13,355
14108,2,597.91,31,4,3,3,10,433
